laborCodeId,jobId,createdTimestampUtc,laborCode,description,note,accountingCode,estimatingCode,isActive,jobRegularChargeRatePerHour,jobOvertimeChargeRatePerHour,jobDoubleTimeChargeRatePerHour,uuid
1391,NULL,NULL,020.FM,"LABORER FM",NULL,FM,NULL,1,NULL,NULL,NULL,b52dc8f9-dd16-4e9e-844a-31622465534c
1392,NULL,NULL,020.FM3,"Laborer Foreman",NULL,FM3,NULL,1,NULL,NULL,NULL,acb4d040-3be7-4544-9e7b-e0bb1c1c3fa3
1393,NULL,NULL,020.FM7,"Laborer Foreman",NULL,FM7,NULL,1,NULL,NULL,NULL,9e746f35-6f85-4669-a7f4-4fc371dfdcea
1394,NULL,NULL,007.IW,"Ironworker Journeyman",NULL,IW,NULL,1,NULL,NULL,NULL,26048cab-b0e0-4060-a661-a031a6088c1c
1395,NULL,NULL,007.XSP,"Special Rate",NULL,XSP,NULL,1,NULL,NULL,NULL,7ba10006-92ed-429b-a09f-94d005e7984a
1396,NULL,NULL,020.SP,"LABORER SPECIAL",NULL,SP,NULL,1,NULL,NULL,NULL,3d61ac9b-aeb2-40ae-b5ad-d6efc1c8f967
1397,NULL,NULL,020.SP10,"Laborer Special Rate",NULL,SP10,NULL,1,NULL,NULL,NULL,531adc04-6906-47f3-a6a8-1fdd77c3f214
1398,NULL,NULL,020.SP1,"Laborer Special Rate",NULL,SP1,NULL,1,NULL,NULL,NULL,8063b2f3-9ea4-4f86-90c7-e85d95e81aa5
1399,NULL,NULL,020.FM5,"Laborer Foreman",NULL,FM5,NULL,1,NULL,NULL,NULL,736a0676-30bc-4dbd-9ec3-9fec09cd78bf
1400,NULL,NULL,020.FM6,"Lab FM Special Rate",NULL,FM6,NULL,1,NULL,NULL,NULL,33b3cf36-c2c9-47d0-afb0-be6e2aa960c0
1401,NULL,NULL,020.SP13,"Laborer Special Rate",NULL,SP13,NULL,1,NULL,NULL,NULL,d75026e6-eccd-487c-85e9-5ca6c60e21ab
1402,NULL,NULL,020.SP3,"Laborer Night shift",NULL,SP3,NULL,1,NULL,NULL,NULL,3c3c2742-bf08-4909-8096-34d51fa1bcf8
1403,NULL,NULL,020/AP.A85,"Laborer Apprentice 85%",NULL,A85,NULL,1,NULL,NULL,NULL,08f4b2af-4e9b-4dd6-ad49-31e003b53048
1404,NULL,NULL,020.SP7,"Laborer Special Rate",NULL,SP7,NULL,1,NULL,NULL,NULL,2bf455f9-1160-4dda-8daf-11d9f2e5a615
1405,NULL,NULL,020.SP11,"Laborer Special Rate",NULL,SP11,NULL,1,NULL,NULL,NULL,647bd211-140b-4fab-b396-790c18a8ccff
1406,NULL,NULL,020.SP4,"Laborer FM8 Night shift",NULL,SP4,NULL,1,NULL,NULL,NULL,d22229ba-3a50-4eb8-ae94-03e8df19bc24
1407,NULL,NULL,020.LB,"Laborer Journeyman",NULL,LB,NULL,1,NULL,NULL,NULL,3af19701-eb85-458a-8b8c-b9f4707b5cd3
1408,NULL,NULL,020.FM8,"Laborer Foreman",NULL,FM8,NULL,1,NULL,NULL,NULL,3202e2a1-e361-420b-8a04-02e3d28de0c0
1409,NULL,NULL,020/AP.A90,"Laborer Apprentice 90%",NULL,A90,NULL,1,NULL,NULL,NULL,629530b1-198e-4563-aa9c-3bfcc443f4ad
1410,NULL,NULL,020.SP2,"Laborer Special Rate",NULL,SP2,NULL,1,NULL,NULL,NULL,b02c9996-ed4a-4a3d-ae46-f72eed09b531
1411,NULL,NULL,020.SP8,"Laborer Special Rate",NULL,SP8,NULL,1,NULL,NULL,NULL,c0714523-c78f-4d6c-9289-37db8ddb85fc
1412,NULL,NULL,020.SP9,"LABORER SPECIAL",NULL,SP9,NULL,1,NULL,NULL,NULL,dd5b3d4d-b71b-42a3-836e-34aa90669617
1413,NULL,NULL,020/AP.A80,"Laborer Apprentice 80%",NULL,A80,NULL,1,NULL,NULL,NULL,3b05c7db-2f9c-4693-b394-e48423784f2f
1414,NULL,NULL,020.XSP,"Laborer Dale Kehoe",NULL,XSP,NULL,1,NULL,NULL,NULL,d4885c71-5129-4502-824b-32fc34c43d6e
1415,NULL,NULL,020.FM9,"Lab FM Special Rate",NULL,FM9,NULL,1,NULL,NULL,NULL,5b0f6c0f-8b79-41df-8c5c-c92bfeef1722
1416,NULL,NULL,007KEY.SP1,"Ironworker Special Rate",NULL,SP1,NULL,1,NULL,NULL,NULL,8d623300-d8ca-4cd8-9e0d-14e77404e4ff
1417,NULL,NULL,037.ASP1,"LaborerApprentice Special Rate",NULL,ASP1,NULL,1,NULL,NULL,NULL,f078bf64-bbd2-4a84-8696-f216b85ac7f8
1418,NULL,NULL,037.A87,"Laborer Apprentice 87%",NULL,A87,NULL,1,NULL,NULL,NULL,ad31293d-fef3-45f8-aeab-fe12f9c60411
1419,NULL,NULL,037.A95,"Laborer Apprentice 95%",NULL,A95,NULL,1,NULL,NULL,NULL,1fb89ea8-c6ea-43be-aaa8-dac7af963a23
1420,NULL,NULL,037.ASP,"LaborerApprentice Special Rate",NULL,ASP,NULL,1,NULL,NULL,NULL,275f42b0-1a52-413d-b394-54aebe64ecdc
1421,NULL,NULL,037.A80,"Laborer 80% Apprentice",NULL,A80,NULL,1,NULL,NULL,NULL,928e958b-8933-4233-8b56-b05a11e3b523
1422,NULL,NULL,037.FM10,"Laborer FM Special Rate in WA",NULL,FM10,NULL,1,NULL,NULL,NULL,3a6a88b5-0446-46b5-8049-af58b54b31a2
1423,NULL,NULL,037.FM6,"Laborer Foreman Special FM6",NULL,FM6,NULL,1,NULL,NULL,NULL,905f9334-23b8-46ec-88f5-687ab641a0e2
1424,NULL,NULL,037.FM5,"Laborer Foreman Special FM5",NULL,FM5,NULL,1,NULL,NULL,NULL,276ebbcd-52a8-4307-98c6-babe30a56fd2
1425,NULL,NULL,037.LBSP,"Laborer Special Rate +1.00",NULL,LBSP,NULL,1,NULL,NULL,NULL,75dca40e-5eac-4e25-aae2-d9a1394815b9
1426,NULL,NULL,037.FM2,"Laborer Foreman Special FM2",NULL,FM2,NULL,1,NULL,NULL,NULL,6e580642-6a67-40ba-a565-338b0a33224f
1427,NULL,NULL,037.FM3,"Laborer Foreman Special FM3",NULL,FM3,NULL,1,NULL,NULL,NULL,6037e8da-b9e6-4f4a-9a3c-4abee6916e52
1428,NULL,NULL,037.SP8,"LABORER SPECIAL",NULL,SP8,NULL,1,NULL,NULL,NULL,a05dbfff-4c28-4290-b780-d96065d25573
1429,NULL,NULL,037.SP4,"Laborer Night shift",NULL,SP4,NULL,1,NULL,NULL,NULL,58eb4199-0910-4347-a339-1cdb76e36f65
1430,NULL,NULL,037.FM1,"Laborer Foreman Special FM1",NULL,FM1,NULL,1,NULL,NULL,NULL,c0c59165-3ff7-4785-944e-d9e8f742d6ca
1431,NULL,NULL,037.SP2,"Laborer Special Rate - WI rate",NULL,SP2,NULL,1,NULL,NULL,NULL,68b40b3e-63ef-4755-a45e-7eac18e88804
1432,NULL,NULL,037.XSP,"Laborer  - Superintendent",NULL,XSP,NULL,1,NULL,NULL,NULL,1c535805-2550-4ed6-bc4f-09e700c16786
1433,NULL,NULL,037.FM4,"LaborerForeman Special FM4",NULL,FM4,NULL,1,NULL,NULL,NULL,6c4dd665-090c-46ba-b5e6-36a99f00a453
1434,NULL,NULL,037.FM8,"Laborer Foreman Special Rate",NULL,FM8,NULL,1,NULL,NULL,NULL,6430d738-3e48-4b44-9ebc-0bd39082a8a8
1435,NULL,NULL,037.LB,Laborer,NULL,LB,NULL,1,NULL,NULL,NULL,714b227f-6d4f-4ac4-9f0b-da181c65d1ce
1436,NULL,NULL,037.FM7,"Laborer Foreman",NULL,FM7,NULL,1,NULL,NULL,NULL,c08a2fad-5683-4917-be58-e1fc550fca1a
1437,NULL,NULL,037.SP10,"Laborer SP Night shift",NULL,SP10,NULL,1,NULL,NULL,NULL,ad988a93-a5b7-4694-a5a2-35944fa3d94e
1438,NULL,NULL,037.SP5,"Laborer SP9 Night shift",NULL,SP5,NULL,1,NULL,NULL,NULL,a9538b49-9e8d-41dc-a2cc-bbbbaef92e2e
1439,NULL,NULL,037.SP,"Laborer Special Rate Group 1",NULL,SP,NULL,1,NULL,NULL,NULL,c2b84837-eafd-4c97-a1db-b952a9bec032
1440,NULL,NULL,037.FM9,"Laborer Foreman Special",NULL,FM9,NULL,1,NULL,NULL,NULL,29ee1754-eaff-46e5-aa79-3f1d1b6e7f4a
1441,NULL,NULL,037/AP.A90,,NULL,A90,NULL,1,NULL,NULL,NULL,2f75900d-ee57-4091-9c70-679065e4e720
1442,NULL,NULL,037.FM,"Laborer Foreman",NULL,FM,NULL,1,NULL,NULL,NULL,c17ccf14-016f-4e6d-8bfa-343d079aec1b
1443,NULL,NULL,037/AP.A87,"Laborer Apprentice 87%",NULL,A87,NULL,1,NULL,NULL,NULL,683efec5-c91d-485f-805c-dbe02d09774b
1444,NULL,NULL,037.SP1,"Laborer Special Rate",NULL,SP1,NULL,1,NULL,NULL,NULL,9e5a2f64-508c-45a8-b763-41330463e304
1445,NULL,NULL,037.SP11,"Laborer Special Rate",NULL,SP11,NULL,1,NULL,NULL,NULL,31d6e475-53f2-4e35-b2a0-91b05c36f2e8
1446,NULL,NULL,037.FMSF,"Laborer Foreman special rate",NULL,FMSF,NULL,1,NULL,NULL,NULL,7dc86a13-f36c-434f-a888-a52863bd7621
1447,NULL,NULL,037.SP3,"LABORER SPECIAL",NULL,SP3,NULL,1,NULL,NULL,NULL,a846423e-4e17-438b-88b1-4e9229fb1382
1448,NULL,NULL,037.XSP1,"Laborer - Asst Sup",NULL,XSP1,NULL,1,NULL,NULL,NULL,51692b52-5155-40da-8678-3d87d8889b74
1449,NULL,NULL,037/AP.A95,"Laborer Apprentice 95%",NULL,A95,NULL,1,NULL,NULL,NULL,0c09402c-e0a6-42b6-abc6-d9ffdd151b9b
1450,NULL,NULL,037.SP9,"Laborer Special Rate",NULL,SP9,NULL,1,NULL,NULL,NULL,d8b3d7f5-aa8e-48a1-a9c6-1e11aee8e27a
1451,NULL,NULL,037/AP.A80,"Laborer Apprentice 80%",NULL,A80,NULL,1,NULL,NULL,NULL,a93e5649-dce1-43de-a059-63e7c17ab97d
1452,NULL,NULL,037/AP.ASP,"Laborer A95 night shift",NULL,ASP,NULL,1,NULL,NULL,NULL,2ca3ac8a-9df0-4ab3-8f1a-26271f2761e5
1453,NULL,NULL,037/AP.ASP1,"Laborer A87 night shift",NULL,ASP1,NULL,1,NULL,NULL,NULL,4bd42f45-168b-46ce-a188-24a066b49595
1454,NULL,NULL,038.A75,"OPERATOR APPRENTICE 75%",NULL,A75,NULL,1,NULL,NULL,NULL,4d7b37ca-2156-428f-a32d-2e63f4af0c03
1455,NULL,NULL,038.A775,"Operator Apprentice 77.5%",NULL,A775,NULL,1,NULL,NULL,NULL,83c9a3b4-795a-4f06-8f79-8f9f767efb1b
1456,NULL,NULL,038.A85,"Operator Appr 85% Universal",NULL,A85,NULL,1,NULL,NULL,NULL,de4d6779-6082-4d12-9841-aeb5cac17621
1457,NULL,NULL,038.ASP1,"Operator Special Rate Appr",NULL,ASP1,NULL,1,NULL,NULL,NULL,180e1804-4634-4f4f-a8ad-609520e39ea9
1458,NULL,NULL,038.ASP,"Operator Apprentice Special",NULL,ASP,NULL,1,NULL,NULL,NULL,d8c6c10d-7e50-40cd-977b-a759e846721b
1459,NULL,NULL,038.A70,"Operator Appr70% Universal",NULL,A70,NULL,1,NULL,NULL,NULL,bd6abe75-d8a8-403c-b993-c0ef2cb47211
1460,NULL,NULL,038.CN,"Operator Crand Group 1b",NULL,CN,NULL,1,NULL,NULL,NULL,5f4c44de-ef8b-4b21-af21-000f873ee6a4
1461,NULL,NULL,038.GR1,"Operator Special Rate",NULL,GR1,NULL,1,NULL,NULL,NULL,e7c3aad5-4480-4fd9-99bb-73aa3ff4a978
1462,NULL,NULL,038.GRP2,"Operator Group 2",NULL,GRP2,NULL,1,NULL,NULL,NULL,536d9f9f-5b2b-400e-9849-f137557e19f9
1463,NULL,NULL,038.GRP1,"Operator Group 1",NULL,GRP1,NULL,1,NULL,NULL,NULL,7ddb2f3a-66db-41da-a03c-e2901a21a183
1464,NULL,NULL,038.GR1S,"Operator Grp  1 - special Rate",NULL,GR1S,NULL,1,NULL,NULL,NULL,30c25638-a03c-4f00-8e06-8d5084d3546c
1465,NULL,NULL,038.GRP3,"OPERATOR Grp3",NULL,GRP3,NULL,1,NULL,NULL,NULL,77a99ee4-cf64-42b2-92fa-a4b8a08d704b
1466,NULL,NULL,038.GR1A,"Operator Special Rate",NULL,GR1A,NULL,1,NULL,NULL,NULL,3d3d307c-d6c5-4266-92c0-0f401a9e69f0
1467,NULL,NULL,038.GR1AS,"Operator Special Rate",NULL,GR1AS,NULL,1,NULL,NULL,NULL,76b4f07e-717c-496f-9176-2cdbfd33081b
1468,NULL,NULL,038.GRP4,"Operator Group 4",NULL,GRP4,NULL,1,NULL,NULL,NULL,97439b4a-b2f3-41d0-9911-b1cb7e797cf9
1469,NULL,NULL,038.GRP6,"Operator Group 6",NULL,GRP6,NULL,1,NULL,NULL,NULL,95678551-a180-4997-b7cb-5d7233cde6b7
1470,NULL,NULL,038.GR2S,"Operator Grp2 Special Rate",NULL,GR2S,NULL,1,NULL,NULL,NULL,e4d3aebf-aab9-4c9a-b6c6-2221b6522d0b
1471,NULL,NULL,038.SP,"Operator Special Rate",NULL,SP,NULL,1,NULL,NULL,NULL,9fe8aa0c-1214-4fa5-bc5b-47795ea0806b
1472,NULL,NULL,038.SP11,"Operator Special Rate",NULL,SP11,NULL,1,NULL,NULL,NULL,797ba214-c5f9-44da-bde7-468eaa06dd47
1473,NULL,NULL,038.SP1,"Operator Special Rate",NULL,SP1,NULL,1,NULL,NULL,NULL,1389b946-adb9-4a9f-a96f-50ccc83b599f
1474,NULL,NULL,038.SP10,"Operator Special Rate",NULL,SP10,NULL,1,NULL,NULL,NULL,832a0dba-bb25-4f6d-bab1-d5516d21b258
1475,NULL,NULL,038.SP3,"Operator Special Rate",NULL,SP3,NULL,1,NULL,NULL,NULL,2e0dd886-8d1c-4a3a-9d76-af0720fa44ac
1476,NULL,NULL,038.SP7,"Operator Special Rate",NULL,SP7,NULL,1,NULL,NULL,NULL,a92ef67c-c30e-4ab0-90ac-5e4fd417d524
1477,NULL,NULL,038.SP4,"Operator Special Rate",NULL,SP4,NULL,1,NULL,NULL,NULL,ae55aeba-fc91-4999-a61d-7bdf7d1e7688
1478,NULL,NULL,038.SP2,"Operator Special Rate",NULL,SP2,NULL,1,NULL,NULL,NULL,612dd52e-2b4a-4c29-9b47-c0ea099054d4
1479,NULL,NULL,038.SP6,"Operator Special Rate",NULL,SP6,NULL,1,NULL,NULL,NULL,5ee937cc-3f20-4b6b-bc24-24262998aecf
1480,NULL,NULL,038.SP9,"OPERATOR SPECIAL",NULL,SP9,NULL,1,NULL,NULL,NULL,bda36b4a-b36b-4447-9930-a66c36635396
1481,NULL,NULL,038.XSP,"Operator Sample/Scale",NULL,XSP,NULL,1,NULL,NULL,NULL,4bddc40d-96de-4ab4-8f79-79748f54c2b7
1482,NULL,NULL,038.SP5,"Operator Special Rate",NULL,SP5,NULL,1,NULL,NULL,NULL,4d9139a7-4ea5-4db9-89d5-96b3ad19ce12
1483,NULL,NULL,038/AP.A70,"Operator Apprentice 70%",NULL,A70,NULL,1,NULL,NULL,NULL,40d9dccf-30da-4068-a937-9226518099ba
1484,NULL,NULL,038.SP8,"Operator Special Rate",NULL,SP8,NULL,1,NULL,NULL,NULL,2174b057-319c-4d40-aa6f-be5e49b5b06e
1485,NULL,NULL,038/AP.A85,"Operator Appr 85%",NULL,A85,NULL,1,NULL,NULL,NULL,318f9291-a921-4504-a93f-d62a20b118e3
1486,NULL,NULL,038/AP.A775,"Operator Appr 77.5%",NULL,A775,NULL,1,NULL,NULL,NULL,d3d3bf57-5c76-4cd2-96c3-7655a72f6ade
1487,NULL,NULL,038/AP.ASP,"Operator Appr Special Rate",NULL,ASP,NULL,1,NULL,NULL,NULL,5ca5c258-178c-4d19-8130-ff1fda59e9c7
1488,NULL,NULL,041.A70,"CEMENT FINISHER APPR",NULL,A70,NULL,1,NULL,NULL,NULL,6fd48dca-2ea8-4c2b-a2e8-0acbff9acd5a
1489,NULL,NULL,041.A75,"Cement Finisher Apprentice 75%",NULL,A75,NULL,1,NULL,NULL,NULL,9e84c191-646a-42a3-bd5e-47dcd62effca
1490,NULL,NULL,041.A80,"Cement Finisher Apprentice 80%",NULL,A80,NULL,1,NULL,NULL,NULL,5a46b57c-617e-424f-b1a7-38697a073b1e
1491,NULL,NULL,041.A85,"Cement Finisher Apprentice",NULL,A85,NULL,1,NULL,NULL,NULL,a068b058-669c-471f-a8bd-f4f6d43b5681
1492,NULL,NULL,041.A90,"CEM FIN APPR",NULL,A90,NULL,1,NULL,NULL,NULL,65fd9d02-72e5-4bae-8ea1-b8fdb5e057d2
1493,NULL,NULL,041.FM2,"Cement Finisher Foreman",NULL,FM2,NULL,1,NULL,NULL,NULL,ee931d53-b95c-477b-9fa5-bd59f270dd41
1494,NULL,NULL,041.FM3,"Cem Fin FM rate at Michigan",NULL,FM3,NULL,1,NULL,NULL,NULL,0b9b1ff8-8115-44be-9720-f4a1856defc4
1495,NULL,NULL,041.CF,"Cement Finisher",NULL,CF,NULL,1,NULL,NULL,NULL,07daa7fd-4713-42d6-ba40-e390e34a79a7
1496,NULL,NULL,041.FM,"Cement Finisher Special",NULL,FM,NULL,1,NULL,NULL,NULL,544e2677-2ff0-46b0-86b7-6883fe4c425a
1497,NULL,NULL,041.FM1,"Cement Finisher Foreman",NULL,FM1,NULL,1,NULL,NULL,NULL,cd3e60c0-834a-42a2-9107-6a0a15276fcb
1498,NULL,NULL,041.FMSP,"Cement Finisher Special",NULL,FMSP,NULL,1,NULL,NULL,NULL,48e1f6f6-853d-42bd-9377-2f50fa87707b
1499,NULL,NULL,041.SP2,"Cement Finisher FM night",NULL,SP2,NULL,1,NULL,NULL,NULL,421db06d-e718-4115-ae62-8422eee1321f
1500,NULL,NULL,041.SP1,"Cement Finisher Special",NULL,SP1,NULL,1,NULL,NULL,NULL,d311c512-1f70-4dd3-ad8e-ec181826fd4a
1501,NULL,NULL,041.SP,"Cement Finisher Special",NULL,SP,NULL,1,NULL,NULL,NULL,727be300-d446-405f-8129-2ab7e07fb91d
1502,NULL,NULL,050SP.XSP3,"Carpenter Special Rate",NULL,XSP3,NULL,1,NULL,NULL,NULL,82b6b38a-0f18-455b-bd9b-96dd0702a126
1503,NULL,NULL,050SP.FM3,"Carpenter Foreman Special Rate",NULL,FM3,NULL,1,NULL,NULL,NULL,08bfc7a5-feff-4548-80bd-5f5c6ec1464e
1504,NULL,NULL,055/AP.A90,"Ironworker Appr 90%",NULL,A90,NULL,1,NULL,NULL,NULL,71bd9988-4a8a-46ac-9446-a32b13b1ad50
1505,NULL,NULL,055/AP.A70,"Ironworker Apprentice 70%",NULL,A70,NULL,1,NULL,NULL,NULL,68635195-8c8d-40e6-ba86-6fcf39b53048
1506,NULL,NULL,055/AP.A82,"Ironworker Appr 82%",NULL,A82,NULL,1,NULL,NULL,NULL,5db961a6-5ae7-4e4c-995e-d55ac3eba4f1
1507,NULL,NULL,089.A80,"Carpenter Apprentice A80",NULL,A80,NULL,1,NULL,NULL,NULL,6fdd56b0-98b9-4710-919a-decaf8e28bc2
1508,NULL,NULL,089.CR,"Carpenter Journeyman",NULL,CR,NULL,1,NULL,NULL,NULL,bd1a1892-a20c-401c-aa8b-a1490a62ae40
1509,NULL,NULL,089.A85,"Carpenter Apprentice A85",NULL,A85,NULL,1,NULL,NULL,NULL,31791b1d-1062-4a3d-8ccb-5c277951f03a
1510,NULL,NULL,089.FM1,"Carpenter Foreman FM1",NULL,FM1,NULL,1,NULL,NULL,NULL,8a15da0e-1687-43dc-8d18-f6a6f05c9fac
1511,NULL,NULL,089.SP13,"Carpenter Special Rate Old",NULL,SP13,NULL,1,NULL,NULL,NULL,954ee208-803c-4abf-b9d6-4d5f584ee496
1512,NULL,NULL,089.SP,"Carpenter Special Rate SP",NULL,SP,NULL,1,NULL,NULL,NULL,be2c1aee-7e22-47ba-9250-dbf7d27b6689
1513,NULL,NULL,089.FM,"Carpenter Foreman FM",NULL,FM,NULL,1,NULL,NULL,NULL,7711df08-8407-4e8a-8b21-17a92f10b3a6
1514,NULL,NULL,089.WL,"Carpenter Certified Welder",NULL,WL,NULL,1,NULL,NULL,NULL,b3e2fb30-3167-4908-896e-21f0044e72ca
1515,NULL,NULL,089.SP4,"Carpenter Special Rate SP4",NULL,SP4,NULL,1,NULL,NULL,NULL,acb902ce-84a8-42df-9972-bc917fb2c33e
1516,NULL,NULL,089/A8.A90,"Carpenter Apprentice 90%",NULL,A90,NULL,1,NULL,NULL,NULL,c0bc835d-c72e-4e88-bfd9-7b39e60f592c
1517,NULL,NULL,089/A8.ASP,"Carpenter Apprentice Special",NULL,ASP,NULL,1,NULL,NULL,NULL,382448e2-8fdb-40fa-b699-a9418ad7b53b
1518,NULL,NULL,089/A8.ASP1,"Carpenter Apprentice Special",NULL,ASP1,NULL,1,NULL,NULL,NULL,7cc0302c-e163-48d8-aceb-745e560c1520
1519,NULL,NULL,089/SP.FM2,"Carpenter Foreman Special Rate",NULL,FM2,NULL,1,NULL,NULL,NULL,76f4bf38-2355-47c6-a5b1-25bfed45232d
1520,NULL,NULL,089/SP.FM,"Carpenter Foreman FM",NULL,FM,NULL,1,NULL,NULL,NULL,9c7ce861-5d00-4911-bee8-3dd25f411646
1521,NULL,NULL,089/SP.FM5,"Carpenter Foreman Night shi",NULL,FM5,NULL,1,NULL,NULL,NULL,2f433da1-a5bf-4a32-9029-a543fca654f4
1522,NULL,NULL,089/SP.FM1,"Carpenter Foreman Special FM1",NULL,FM1,NULL,1,NULL,NULL,NULL,234c4bae-aba9-4d48-b940-72d804d5346e
1523,NULL,NULL,089/SP.FM3,"Carpenter Foreman special rate",48.51,FM3,NULL,1,NULL,NULL,NULL,67eb289f-c188-445f-a815-990f190b856d
1524,NULL,NULL,089/SP.FM9,"Carpenter Foreman Special Rate",NULL,FM9,NULL,1,NULL,NULL,NULL,c54749b4-b609-4c64-94d2-40c001bc7056
1525,NULL,NULL,089/SP.SP5,"Carpenter FM Special Rate",NULL,SP5,NULL,1,NULL,NULL,NULL,8921f48d-091e-4a1e-a888-18f073a90101
1526,NULL,NULL,089/SP.SP1,"Carpenter FM night shift",NULL,SP1,NULL,1,NULL,NULL,NULL,4c389084-64b8-4b66-a956-7ce7ffe44cdc
1527,NULL,NULL,089/SP.SP,"Carpenter Special Rate SP",NULL,SP,NULL,1,NULL,NULL,NULL,be4fa0e6-21af-4790-b2e0-61f312c19cbb
1528,NULL,NULL,090.FM2,"Ironworker Foreman",NULL,FM2,NULL,1,NULL,NULL,NULL,c5320a49-70f7-4789-a193-4a8a237d971d
1529,NULL,NULL,090.A60,"Ironworker 60% Apprentice",NULL,A60,NULL,1,NULL,NULL,NULL,f22eab56-f788-4b8e-b4de-85ba8af200db
1530,NULL,NULL,090.IW,Ironworker,NULL,IW,NULL,1,NULL,NULL,NULL,57afd26e-5ca4-4d58-a6fd-2b65ec6136b6
1531,NULL,NULL,090.FM,"Ironworker Foreman",NULL,FM,NULL,1,NULL,NULL,NULL,087d780d-99f8-47a8-802f-0f56376be3c2
1532,NULL,NULL,110.A90,"Cement Finisher Apprentice A90",NULL,A90,NULL,1,NULL,NULL,NULL,89a790c2-bc88-48e5-a872-7b6274b9c706
1533,NULL,NULL,110.FM3,"Cement Finisher Special Rate",NULL,FM3,NULL,1,NULL,NULL,NULL,ebaf0561-ee96-4e12-89eb-82a0b39cab77
1534,NULL,NULL,110.SP,"Cement Finisher special rate",NULL,SP,NULL,1,NULL,NULL,NULL,0c6f270d-05ca-434f-a708-f77d14d61bc2
1535,NULL,NULL,090.A95,"Ironworker 95% Apprentice",NULL,A95,NULL,1,NULL,NULL,NULL,0b81c436-f738-41a5-8c12-f252e3c4f933
1536,NULL,NULL,110.FM,"Cement Finisher Foreman FM",NULL,FM,NULL,1,NULL,NULL,NULL,717363eb-320e-4329-86ea-70e764da1ab7
1537,NULL,NULL,090.A55S,"Ironworker Appr 55% Special",NULL,A55S,NULL,1,NULL,NULL,NULL,a5adbf5e-b2c1-412d-ac19-3b80685fc6bb
1538,NULL,NULL,110.FM1,"Cement Finisher Foreman FM1",NULL,FM1,NULL,1,NULL,NULL,NULL,63a0f521-3301-4960-8bd0-a4413621f200
1539,NULL,NULL,110.FM2,"Cement Finisher Foreman FM2",NULL,FM2,NULL,1,NULL,NULL,NULL,4108b88f-1021-4f48-ab24-7c227dd3db45
1540,NULL,NULL,110.CF,"Cement Finisher Journeyman",NULL,CF,NULL,1,NULL,NULL,NULL,7b09cc23-e23c-42fd-8ce4-672fec3426f8
1541,NULL,NULL,199.FM1,"Cem Finisher FM Special Rate",NULL,FM1,NULL,1,NULL,NULL,NULL,bb00d2e0-5ea6-466d-969c-7add7437749f
1542,NULL,NULL,199.FM,"Cement Finisher Special Rate",NULL,FM,NULL,1,NULL,NULL,NULL,33255afc-b668-4cf4-8ad0-1ae562c757c8
1543,NULL,NULL,206.ASP,"Carp Appr Special Rate",NULL,ASP,NULL,1,NULL,NULL,NULL,6dc9562c-c7f4-4b20-9756-7d90433e39bc
1544,NULL,NULL,199.CF,"Cement Finisher",NULL,CF,NULL,1,NULL,NULL,NULL,27175f91-efd5-4072-9c83-746c6585c7e1
1545,NULL,NULL,199.FM2,"Cement Finisher FM Speciall",NULL,FM2,NULL,1,NULL,NULL,NULL,fa970f93-9f60-4748-bd5c-9f74f87b1a2a
1546,NULL,NULL,207.ASP,"Carpenter Special Rate",NULL,ASP,NULL,1,NULL,NULL,NULL,624e4b17-5b88-4acb-b2ce-1adcb3268786
1547,NULL,NULL,207.ASP1,"Carp Apprentice Special Rate",NULL,ASP1,NULL,1,NULL,NULL,NULL,3fc82260-1b93-4113-b8ce-043e779276b6
1548,NULL,NULL,206.FM,"Carp Foreman Special Rate",NULL,FM,NULL,1,NULL,NULL,NULL,18d9d5d0-01be-4a51-8b6c-9153bbbc5c88
1549,NULL,NULL,206.CR,"Carpenter journeyman",NULL,CR,NULL,1,NULL,NULL,NULL,f39d5162-00ba-4f7a-ba48-9b9a1672362e
1550,NULL,NULL,207.CR,Carpenter,NULL,CR,NULL,1,NULL,NULL,NULL,e42664a9-d822-460e-8a52-9dc2b77bb1ad
1551,NULL,NULL,207.FM1,"Carpenter Foreman special rate",NULL,FM1,NULL,1,NULL,NULL,NULL,37bdd6f5-8322-4d3f-8614-ade16931f3fb
1552,NULL,NULL,207.FM,"Carpenter Foreman Special Rate",NULL,FM,NULL,1,NULL,NULL,NULL,74d9064c-af19-4e8a-bef7-c6b727a03150
1553,NULL,NULL,207.SP,"Carpenter Special Rate",NULL,SP,NULL,1,NULL,NULL,NULL,9a57daf2-8299-459b-8a88-bf28fb5e346e
1554,NULL,NULL,207.SP2,"Carpenter Special Rate",NULL,SP2,NULL,1,NULL,NULL,NULL,f4b8e252-23eb-4c86-9353-118bad0d278e
1555,NULL,NULL,207.WL,"Carpenter Welder",NULL,WL,NULL,1,NULL,NULL,NULL,6881df5e-7778-4f0c-bf02-78bd0e32891d
1556,NULL,NULL,207.SP1,"Carpenter Special Rate",NULL,SP1,NULL,1,NULL,NULL,NULL,c8b05ac5-f360-47b4-a93f-e202c198144e
1557,NULL,NULL,207KEY.FM,"Carpenter Foreman",NULL,FM,NULL,1,NULL,NULL,NULL,c4a35535-84e8-45b8-abce-019de5751cb3
1558,NULL,NULL,207KEY.CR,"Carpenter WI",NULL,CR,NULL,1,NULL,NULL,NULL,f95f09a8-39e9-4702-9e96-493a55c5e209
